V2Codes,Description
B326z,Malignant melanoma of upper limb or shoulder NOS
BBEG.,[M]Malignant melanoma in Hutchinson's melanotic freckle
BBET.,[M]Mixed epithelioid and spindle melanoma
B3251,Malignant melanoma of breast
BBEN.,[M]Juvenila melanoma
BBEQ.,[M]Spindle cell melanoma NOS
B3271,Malignant melanoma of thigh
B3241,Malignant melanoma of neck
B3264,Malignant melanoma of finger
B3253,Malignant melanoma of groin
B325.,Malignant melanoma of trunk (excluding scrotum)
BBEz.,[M]Naevi or melanoma NOS
BBE4.,[M]Balloon cell melanoma
BBE1.,[M]Melanoma NOS
B3232,Malignant melanoma of eyebrow
B3250,Malignant melanoma of axilla
B3256,Malignant melanoma of umbilicus
B320.,Malignant melanoma of lip
B3261,Malignant melanoma of upper arm
B3234,Malignant melanoma of external surface of nose
BBE11,"[M]Desmoplastic melanoma, malignant"
B32y.,Malignant melanoma of other specified skin site
B323.,Malignant melanoma of other and unspecified parts of face
BBE10,"[M]Malignant melanoma, regressing"
BBES.,"[M]Spindle cell melanoma, type B"
Byu4.,[X]Melanoma and other malignant neoplasms of skin
B322.,Malignant melanoma of ear and external auricular canal
Byu41,"[X]Malignant melanoma of skin, unspecified"
B3233,Malignant melanoma of forehead
B3263,Malignant melanoma of hand
BBEH.,[M]Superficial spreading melanoma
B3276,Malignant melanoma of heel
B32..,Malignant melanoma of skin
B3278,Malignant melanoma of toe
BBEG0,"[M]Acral lentiginous melanoma, malignant"
B3221,Malignant melanoma of external auditory meatus
BBE..,[M]Naevi and melanomas
B322z,Malignant melanoma of ear and external auricular canal NOS
B325z,"Malignant melanoma of trunk, excluding scrotum, NOS"
B3220,Malignant melanoma of auricle (ear)
B3273,Malignant melanoma of popliteal fossa area
B3240,Malignant melanoma of scalp
BBEP.,[M]Epithelioid cell melanoma
B324.,Malignant melanoma of scalp and neck
Byu40,[X]Malignant melanoma of other+unspecified parts of face
B3257,Malignant melanoma of back
B3274,Malignant melanoma of lower leg
B327.,Malignant melanoma of lower limb and hip
B3260,Malignant melanoma of shoulder
B3255,Malignant melanoma of perineum
B3230,Malignant melanoma of external surface of cheek
B3277,Malignant melanoma of foot
B3272,Malignant melanoma of knee
B3231,Malignant melanoma of chin
B3262,Malignant melanoma of fore-arm
B3270,Malignant melanoma of hip
4M02.,Gleason prostate grade 8-10 (high)
4M0..,Gleason grading of prostate cancer
B58y5,Secondary malignant neoplasm of prostate
4M01.,Gleason prostate grade 5-7 (medium)
B46..,Malignant neoplasm of prostate
4M00.,Gleason prostate grade 2-4 (low)
BBm8.,[M] Angioimmunoblastic lymphadenopathy
BBVA.,[M] Small cell osteosarcoma
BBA2.,[M]Acinar cell carcinoma
BBAz.,[M]Acinar cell neoplasm NOS
BBA..,[M]Acinar cell neoplasms
BBY1.,[M]Adamantinoma of long bones
BBZG.,"[M]Adamantinoma, malignant"
BB5R8,[M]Adenocarcinoid tumour
BB52.,[M]Adenocarcinoma NOS
BBB5.,[M]Adenocarcinoma with apocrine metaplasia
BBB3.,[M]Adenocarcinoma with cartilaginous and osseous metaplasia
BBB4.,[M]Adenocarcinoma with spindle cell metaplasia
BBB2.,[M]Adenocarcinoma with squamous metaplasia
BB57.,"[M]Adenocarcinoma, intestinal type"
BB53.,"[M]Adenocarcinoma, metastatic, NOS"
BB5..,[M]Adenocarcinomas
BB5J.,[M]Adenoid cystic carcinoma
BB2G.,[M]Adenoid squamous cell carcinoma
BBLE.,[M]Adenosarcoma
BBB0.,[M]Adenosquamous carcinoma
BB5h1,[M]Adrenal cortical carcinoma
BB5S4,[M]Alveolar adenocarcinoma
BBK37,[M]Alveolar rhabdomyosarcoma
BBf2.,[M]Alveolar soft part sarcoma
BBT1.,[M]Angiosarcoma
BB621,[M]Apocrine adenocarcinoma
BB5R2,[M]Argentaffinoma NOS
BB5D1,[M]Bile duct carcinoma
BB5D3,[M]Bile duct cystadenocarcinoma
BB9B.,[M]C cell carcinoma
BB5R0,[M]Carcinoid tumour NOS
BB5R3,"[M]Carcinoid tumour, argentaffin, malignant"
BB5R1,"[M]Carcinoid tumour, malignant"
BB5R5,"[M]Carcinoid tumour, nonargentaffin, malignant"
BB5R4,"[M]Carcinoid tumour, nonargentaffin, NOS"
BB5R.,[M]Carcinoid tumours
BB5Rz,[M]Carcinoid tumours NOS
BB12.,[M]Carcinoma NOS
BB19.,"[M]Carcinoma, anaplastic type, NOS"
BB58.,"[M]Carcinoma, diffuse type"
BB13.,"[M]Carcinoma, metastatic, NOS"
BB18.,"[M]Carcinoma, undifferentiated type, NOS"
BB14.,[M]Carcinomatosis
BBL9.,[M]Carcinosarcoma NOS
BBLA.,"[M]Carcinosarcoma, embryonal type"
BBV2.,[M]Chondroblastic osteosarcoma
BBW7.,[M]Chondroblastoma NOS
BBW8.,"[M]Chondroblastoma, malignant"
BBR2.,[M]Choriocarcinoma
BBR3.,[M]Choriocarcinoma combined with teratoma
BB5V1,[M]Chromophobe carcinoma
BB5X1,[M]Clear cell adenocarcinoma NOS
BBN5.,[M]Clear cell sarcoma of tendons and aponeuroses
BB49.,[M]Cloacogenic carcinoma
BB821,[M]Colloid adenocarcinoma
BB5D7,[M]Combined hepatocellular carcinoma and cholangiocarcinoma
BB93.,[M]Comedocarcinoma NOS
BB92.,"[M]Comedocarcinoma, noninfiltrating"
BBG8.,[M]Congenital fibrosarcoma
BB5K.,[M]Cribriform carcinoma
BB801,[M]Cystadenocarcinoma NOS
BBM8.,[M]Cystosarcoma phyllodes NOS
BBM9.,"[M]Cystosarcoma phyllodes, malignant"
BBJH.,[M]Dedifferentiated liposarcoma
BBGM.,[M]Dermatofibrosarcoma NOS
BBY0.,[M]Endothelial bone sarcoma
BB5V3,[M]Eosinophil carcinoma
BB2A.,[M]Epidermoid carcinoma NOS
BBB7.,[M]Epithelial-myoepithelial carcinoma
BBF6.,[M]Epithelioid cell sarcoma
BBTK.,"[M]Epithelioid haemangioendothelioma, malignant"
BBK04,[M]Epithelioid leiomyosarcoma
BB16.,"[M]Epithelioma, malignant"
BBV3.,[M]Fibroblastic osteosarcoma
BBW4.,[M]Fibrochondrosarcoma
BBJ1.,[M]Fibroliposarcoma
BBG3.,[M]Fibromyxosarcoma
BBG1.,[M]Fibrosarcoma NOS
BBGF.,"[M]Fibrous histiocytoma, malignant"
BBGJ.,"[M]Fibroxanthoma, malignant"
BB5f1,[M]Follicular adenocarcinoma NOS
BB5f3,"[M]Follicular adenocarcinoma, trabecular type"
BB5f2,"[M]Follicular adenocarcinoma, well differentiated type"
BBk0.,[M]Follicular lymphosarcoma NOS
BBQz.,[M]Germ cell neoplasm NOS
BBQ..,[M]Germ cell neoplasms
BBL8.,[M]Hepatoblastoma
BB5D5,[M]Hepatocellular carcinoma NOS
BB5D8,"[M]Hepatocellular carcinoma, fibrolamellar"
BB5W1,[M]Hurthle cell adenocarcinoma
BBQ4.,[M]Infantile embryonal carcinoma
BB9H.,[M]Inflammatory carcinoma
BB9M.,[M]Intracystic carcinoma NOS
BB910,[M]Intraductal papillary adenocarcinoma with invasion
BBC30,[M]Juvenile granulosa cell tumour
BBW6.,[M]Juxtacortical chondrosarcoma
BBV..,[M]Juxtacortical osteogenic sarcoma
BB5y2,[M]Klatskin's tumour
BB17.,[M]Large cell carcinoma NOS
BBJ3.,"[M]Liposarcoma, well differentiated type"
BBU1.,[M]Lymphangiosarcoma
BBQ75,"[M]Malignant teratoma, intermediate type"
BBQ74,"[M]Malignant teratoma, undifferentiated type"
BB0A.,"[M]Malignant tumour, fusiform cell type"
BB09.,"[M]Malignant tumour, giant cell type"
BB08.,"[M]Malignant tumour, small cell type"
BB9C.,[M]Medullary carcinoma with amyloid stroma
BB9D.,[M]Medullary carcinoma with lymphoid stroma
BB5RA,[M]Merkel cell carcinoma
BBW9.,[M]Mesenchymal chondrosarcoma
BBLC1,"[M]Mesenchymoma, malignant"
BBL6.,[M]Mesodermal mixed tumour
BB36.,[M]Metatypical carcinoma
BBK33,[M]Mixed cell rhabdomyosarcoma
BBQB.,[M]Mixed germ cell tumour
BBL4.,"[M]Mixed tumour, malignant, NOS"
BB84.,[M]Mucin-producing adenocarcinoma
BB5R6,"[M]Mucocarcinoid tumour, malignant"
BB5V7,[M]Mucoid cell carcinoma
BBrA3,[M]Myeloid sarcoma
BBK2.,[M]Myoma and myosarcoma
BBK2z,[M]Myoma or myosarcoma NOS
BBK21,[M]Myosarcoma
BBV9.,[M]Myxoid chondrosarcoma
BBJ5.,[M]Myxoid liposarcoma
BBH1.,[M]Myxosarcoma
BB02.,"[M]Neoplasm, malignant"
BB03.,"[M]Neoplasm, metastatic"
BBe7.,"[M]Neurilemmoma, malignant"
BBc1.,[M]Neuroblastoma NOS
BB5R9,[M]Neuroendocrine carcinoma
BBe2.,[M]Neurofibrosarcoma
BBcC.,[M]Olfactory neuroblastoma
BBcA.,[M]Olfactory neurogenic tumour
BBV1.,[M]Osteoblastic sarcoma
BBV5.,[M]Osteosarcoma in Paget's disease of bone
BB5T1,[M]Papillary adenocarcinoma NOS
BB5f6,[M]Papillary and follicular adenocarcinoma
BB22.,[M]Papillary carcinoma NOS
BB26.,[M]Papillary squamous cell carcinoma
BBD1.,"[M]Paraganglioma, malignant"
BBDA.,"[M]Phaeochromocytoma, malignant"
BB1A.,[M]Pleomorphic carcinoma
BBF4.,[M]Pleomorphic cell sarcoma
BB1E.,[M]Pseudosarcomatous carcinoma
BBc9z,[M]Retinoblastoma NOS
BBc90,"[M]Retinoblastoma, differentiated type"
BBc91,"[M]Retinoblastoma, undifferentiated type"
BBc9.,[M]Retinoblastomas
BBLH.,[M]Rhabdoid sarcoma
BBK31,[M]Rhabdomyosarcoma NOS
BB1J.,[M]Round cell carcinoma
BBJ6.,[M]Round cell liposarcoma
BBF5.,[M]Round cell sarcoma
BBK36,[M]Sarcoma botryoides
BBF1.,[M]Sarcoma NOS
BBF2.,[M]Sarcomatosis NOS
BB54.,[M]Scirrhous adenocarcinoma
BB85.,[M]Signet ring carcinoma
BB85z,[M]Signet ring carcinoma NOS
BB850,[M]Signet ring cell carcinoma
BB1L.,"[M]Small cell carcinoma, fusiform cell type"
BB1M.,"[M]Small cell carcinoma, intermediate cell"
BB1N.,[M]Small cell-large cell carcinoma
BB5P.,[M]Solid carcinoma NOS
BB1G.,[M]Spheroidal cell carcinoma
BB1D.,[M]Spindle cell carcinoma
BBF3.,[M]Spindle cell sarcoma
BBN1.,[M]Synovial sarcoma NOS
BBN4.,"[M]Synovial sarcoma, biphasic type"
BBN2.,"[M]Synovial sarcoma, spindle cell type"
BBV4.,[M]Telangiectatic osteosarcoma
BBQ73,[M]Teratocarcinoma
BBB6.,[M]Thymoma
BBB6z,[M]Thymoma NOS
BBB61,"[M]Thymoma, malignant"
BB5F.,[M]Trabecular adenocarcinoma
BBe9.,"[M]Triton tumour, malignant"
BB5M1,[M]Tubular adenocarcinoma
BB5U2,[M]Villous adenocarcinoma
ByuC6,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system
ByuC2,[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions
Byu58,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"
ByuDB,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"
Byu55,[X]Mal neoplasm/overlap les/periph nerv+autonomic nerv systm
Byu23,[X]Malignant neopl/overlapping les/resp+intrathoracic organs
Byu3.,[X]Malignant neoplasm of bone and articular cartilage
Byu1.,[X]Malignant neoplasm of digestive organs
ByuB1,"[X]Malignant neoplasm of endocrine gland, unspecified"
ByuA.,"[X]Malignant neoplasm of eye, brain and other parts of cent"
Byu73,"[X]Malignant neoplasm of female genital organ, unspecified"
Byu7.,[X]Malignant neoplasm of female genital organs
ByuC.,"[X]Malignant neoplasm of ill-defined, secondary and unspeci"
Byu12,"[X]Malignant neoplasm of intestinal tract, part unspecified"
Byu82,"[X]Malignant neoplasm of male genital organ, unspecified"
Byu8.,[X]Malignant neoplasm of male genital organs
Byu25,"[X]Malignant neoplasm of mediastinum, part unspecified"
Byu5.,[X]Malignant neoplasm of mesothelial and soft tissue
ByuC0,[X]Malignant neoplasm of other specified sites
Byu57,"[X]Malignant neoplasm of peritoneum, unspecified"
Byu2.,[X]Malignant neoplasm of respiratory and intrathoracic orga
ByuB.,[X]Malignant neoplasm of thyroid and other endocrine glands
ByuC8,[X]Malignant neoplasm without specification of site
Byu33,"[X]Malignant neoplasm/bone+articular cartilage, unspecified"
Byu31,"[X]Malignant neoplasm/bones+articular cartilage/limb,unspfd"
ByuA1,"[X]Malignant neoplasm/central nervous system, unspecified"
Byu59,"[X]Malignant neoplasm/connective + soft tissue,unspecified"
Byu24,[X]Malignant neoplasm/ill-defined sites within resp system
ByuA0,[X]Malignant neoplasm/other and unspecified cranial nerves
Byu71,[X]Malignant neoplasm/other specified female genital organs
Byu80,[X]Malignant neoplasm/other specified male genital organs
Byu32,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage
Byu21,"[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura"
ByuC1,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites
Byu54,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified"
Byu22,"[X]Malignant neoplasm/upper resp tract, part unspecified"
ByuD.,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
ByuE.,[X]Malignant neoplasms/independent (primary) multiple sites
ByuE0,[X]Malignant neoplasms/independent(primary)multiple sites
Byu13,[X]Malignant neoplsm/ill-defin sites within digestive system
Byu42,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face
ByuDA,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
Byu11,[X]Other specified carcinomas of liver
ByuC7,[X]Secondary malignant neoplasm of other specified sites
ByuC3,[X]Secondary malignant neoplasm/oth+unspc respiratory organs
ByuC4,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs
B142.,Anal carcinoma
B1z10,Angiosarcoma of spleen
1O0..,Cancer confirmed
B1612,Carcinoma common bile duct
B160.,Carcinoma gallbladder
B1...,Carcinoma of digestive organs and peritoneum
B4...,Carcinoma of genitourinary organ
B5...,Carcinoma of other and unspecified sites
B590.,Carcinomatosis
B420.,Choriocarcinoma
B9110,Choriocarcinoma
B339.,Dermatofibrosarcoma protuberans
B1z11,Fibrosarcoma of spleen
B1501,Hepatoblastoma of liver
B1503,Hepatocellular carcinoma
B577.,Liver metastases
B56..,Lymph node metastases
B524W,"Mal neoplasm/periph nerves+autonomic nervous system,unspc"
B25..,"Malig neo, overlapping lesion of heart, mediastinum & pleura"
B201.,"Malig neop auditory tube, middle ear and mastoid air cells"
B312z,Malig neop connective and soft tissue hip and leg NOS
B3122,Malig neop connective and soft tissue of popliteal space
B31y.,Malig neop connective and soft tissue other specified site
B311.,Malig neop connective and soft tissue upper limb/shoulder
B311z,Malig neop connective soft tissue upper limb/shoulder NOS
B500.,"Malig neop eyeball excl conjunctiva, cornea, retina, choroid"
B314z,Malig neop of connective and soft tissue of abdomen NOS
B3140,Malig neop of connective and soft tissue of abdominal wall
B312.,Malig neop of connective and soft tissue of hip and leg
B3151,Malig neop of connective and soft tissue of inguinal region
B3123,Malig neop of connective and soft tissue of lower leg
B315z,Malig neop of connective and soft tissue of pelvis NOS
B313z,Malig neop of connective and soft tissue of thorax NOS
B3121,Malig neop of connective and soft tissue thigh and upper leg
B316.,Malig neop of connective and soft tissue trunk unspecified
B54z.,Malig neop of endocrine gland or related structure NOS
B45..,Malig neop of other and unspecified female genital organs
B52..,Malig neop of other and unspecified parts of nervous system
B54..,Malig neop of other endocrine glands and related structures
B24y.,"Malig neop of other site of heart, thymus and mediastinum"
B304z,Malig neop of scapula and long bones of upper arm NOS
B2z0.,"Malig neop of upper respiratory tract, part unspecified"
B1z..,Malig neop oth/ill-defined sites digestive tract/peritoneum
B2z..,Malig neop other/ill-defined sites resp/intrathoracic organs
B3153,Malig neopl of connective and soft tissue - sacrum or coccyx
B524.,Malig neopl peripheral nerves and autonomic nervous system
B52W.,"Malig neopl, overlap lesion brain & other part of CNS"
B3141,Malig neoplasm of connective and soft tissues of lumb spine
B3133,Malig neoplasm of connective and soft tissues of thor spine
B16..,Malignant neoplasm gallbladder and extrahepatic bile ducts
B16z.,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS
B6y..,Malignant neoplasm lymphatic or haematopoietic tissue OS
B552.,Malignant neoplasm of abdomen
B20z.,Malignant neoplasm of accessory sinus NOS
B5202,Malignant neoplasm of acoustic nerve
B3041,Malignant neoplasm of acromion
B5400,Malignant neoplasm of adrenal cortex
B540.,Malignant neoplasm of adrenal gland
B540z,Malignant neoplasm of adrenal gland NOS
B5401,Malignant neoplasm of adrenal medulla
B242.,Malignant neoplasm of anterior mediastinum
B5451,Malignant neoplasm of aortic body
B545.,Malignant neoplasm of aortic body and other paraganglia
B545z,Malignant neoplasm of aortic body or paraganglia NOS
B135.,Malignant neoplasm of appendix
B2130,Malignant neoplasm of arytenoid cartilage
B2010,Malignant neoplasm of auditory (Eustachian) tube
B5510,Malignant neoplasm of axilla NOS
B482.,Malignant neoplasm of body of penis
B30..,Malignant neoplasm of bone and articular cartilage
B30z.,Malignant neoplasm of bone and articular cartilage NOS
B300z,Malignant neoplasm of bones of skull and face NOS
B442.,Malignant neoplasm of broad ligament
B3082,Malignant neoplasm of calcaneum
B544.,Malignant neoplasm of carotid body
B3051,Malignant neoplasm of carpal bone - lunate
B3050,Malignant neoplasm of carpal bone - scaphoid
B305.,Malignant neoplasm of carpal bones
B3103,Malignant neoplasm of cartilage of ear
B525.,Malignant neoplasm of cauda equina
B3020,Malignant neoplasm of cervical vertebra
B5501,Malignant neoplasm of cheek NOS
B5511,Malignant neoplasm of chest wall NOS
B5000,Malignant neoplasm of ciliary body
B3032,Malignant neoplasm of clavicle
B453.,Malignant neoplasm of clitoris
B1420,Malignant neoplasm of cloacogenic zone
B5452,Malignant neoplasm of coccygeal body
B3064,Malignant neoplasm of coccygeal vertebra
B503.,Malignant neoplasm of conjunctiva
B31..,Malignant neoplasm of connective and other soft tissue
B314.,Malignant neoplasm of connective and soft tissue of abdomen
B3130,Malignant neoplasm of connective and soft tissue of axilla
B3150,Malignant neoplasm of connective and soft tissue of buttock
B3114,Malignant neoplasm of connective and soft tissue of finger
B3124,Malignant neoplasm of connective and soft tissue of foot
B3112,Malignant neoplasm of connective and soft tissue of fore-arm
B3113,Malignant neoplasm of connective and soft tissue of hand
B3120,Malignant neoplasm of connective and soft tissue of hip
B315.,Malignant neoplasm of connective and soft tissue of pelvis
B3152,Malignant neoplasm of connective and soft tissue of perineum
B3110,Malignant neoplasm of connective and soft tissue of shoulder
B313.,Malignant neoplasm of connective and soft tissue of thorax
B3115,Malignant neoplasm of connective and soft tissue of thumb
B3125,Malignant neoplasm of connective and soft tissue of toe
B31z.,"Malignant neoplasm of connective and soft tissue, site NOS"
B3111,"Malignant neoplasm of connective and soft tissue, upper arm"
B5010,Malignant neoplasm of connective tissue of orbit
B504.,Malignant neoplasm of cornea
B3033,Malignant neoplasm of costal cartilage
B3034,Malignant neoplasm of costo-vertebral joint
B520.,Malignant neoplasm of cranial nerves
B520z,Malignant neoplasm of cranial nerves NOS
B5421,Malignant neoplasm of craniopharyngeal duct
B2131,Malignant neoplasm of cricoid cartilage
B5002,Malignant neoplasm of crystalline lens
B2132,Malignant neoplasm of cuneiform cartilage
B1610,Malignant neoplasm of cystic duct
B3131,Malignant neoplasm of diaphragm
B1zz.,Malignant neoplasm of digestive tract and peritoneum NOS
B120.,Malignant neoplasm of duodenum
B2410,Malignant neoplasm of endocardium
B484.,Malignant neoplasm of epididymis
B161.,Malignant neoplasm of extrahepatic bile ducts
B161z,Malignant neoplasm of extrahepatic bile ducts NOS
B5011,Malignant neoplasm of extraocular muscle of orbit
B50..,Malignant neoplasm of eye
B50z.,Malignant neoplasm of eye NOS
B500z,Malignant neoplasm of eyeball NOS
B45z.,Malignant neoplasm of female genital organ NOS
B3070,Malignant neoplasm of femur
B3071,Malignant neoplasm of fibula
B305C,Malignant neoplasm of fifth metacarpal bone
B3058,Malignant neoplasm of first metacarpal bone
B3088,Malignant neoplasm of first metatarsal bone
B55y2,Malignant neoplasm of flank NOS
B308B,Malignant neoplasm of fourth metatarsal bone
B481.,Malignant neoplasm of glans penis
B5450,Malignant neoplasm of glomus jugulare
B3132,Malignant neoplasm of great vessels
B4510,Malignant neoplasm of greater vestibular (Bartholin's) gland
B305z,Malignant neoplasm of hand bones NOS
B241.,Malignant neoplasm of heart
B241z,Malignant neoplasm of heart NOS
B24z.,"Malignant neoplasm of heart, thymus and mediastinum NOS"
B1611,Malignant neoplasm of hepatic duct
B6...,Malignant neoplasm of histiocytic tissue
B3042,Malignant neoplasm of humerus
B122.,Malignant neoplasm of ileum
B3060,Malignant neoplasm of ilium
B5530,Malignant neoplasm of inguinal region NOS
B1510,Malignant neoplasm of interlobular bile ducts
B1511,Malignant neoplasm of interlobular biliary canals
B151.,Malignant neoplasm of intrahepatic bile ducts
B151z,Malignant neoplasm of intrahepatic bile ducts NOS
B1512,Malignant neoplasm of intrahepatic biliary passages
B1514,Malignant neoplasm of intrahepatic gall duct
B5512,Malignant neoplasm of intrathoracic site NOS
B5001,Malignant neoplasm of iris
B3061,Malignant neoplasm of ischium
B5503,Malignant neoplasm of jaw NOS
B121.,Malignant neoplasm of jejunum
B451z,Malignant neoplasm of labia majora NOS
B452.,Malignant neoplasm of labia minora
B007.,"Malignant neoplasm of lip, unspecified"
B15..,Malignant neoplasm of liver and intrahepatic bile ducts
B15z.,Malignant neoplasm of liver and intrahepatic bile ducts NOS
B152.,Malignant neoplasm of liver unspecified
B307.,Malignant neoplasm of long bones of leg
B307z,Malignant neoplasm of long bones of leg NOS
B555.,Malignant neoplasm of lower limb NOS
B3022,Malignant neoplasm of lumbar vertebra
B3002,Malignant neoplasm of malar bone
B123.,Malignant neoplasm of Meckel's diverticulum
B3083,Malignant neoplasm of medial cuneiform
B24X.,"Malignant neoplasm of mediastinum, part unspecified"
B18y7,Malignant neoplasm of mesentery
B18y1,Malignant neoplasm of mesocaecum
B2201,Malignant neoplasm of mucosa of trachea
B2412,Malignant neoplasm of myocardium
B52z.,Malignant neoplasm of nervous system NOS
B3004,Malignant neoplasm of occipital bone
B5200,Malignant neoplasm of olfactory bulb
B18y3,Malignant neoplasm of omentum
B5201,Malignant neoplasm of optic nerve
B501.,Malignant neoplasm of orbit
B501z,Malignant neoplasm of orbit NOS
B3005,Malignant neoplasm of orbital bone
B55z.,Malignant neoplasm of other and ill defined site NOS
B55..,Malignant neoplasm of other and ill-defined sites
B5z..,Malignant neoplasm of other and unspecified site NOS
B5y..,Malignant neoplasm of other and unspecified site OS
B48y.,Malignant neoplasm of other male genital organ
B48yz,Malignant neoplasm of other male genital organ NOS
B54y.,Malignant neoplasm of other specified endocrine gland
B45y.,Malignant neoplasm of other specified female genital organ
B52y.,Malignant neoplasm of other specified part of nervous system
B23y.,Malignant neoplasm of other specified pleura
B50y.,Malignant neoplasm of other specified site of eye
B12y.,Malignant neoplasm of other specified site small intestine
B55y.,Malignant neoplasm of other specified sites
B33y.,Malignant neoplasm of other specified skin sites
B45y0,Malignant neoplasm of overlapping lesion of vulva
B541.,Malignant neoplasm of parathyroid gland
B3006,Malignant neoplasm of parietal bone
B18y4,Malignant neoplasm of parietal peritoneum
B230.,Malignant neoplasm of parietal pleura
B3080,Malignant neoplasm of patella
B306.,"Malignant neoplasm of pelvic bones, sacrum and coccyx"
B18y5,Malignant neoplasm of pelvic peritoneum
B553.,Malignant neoplasm of pelvis
B553z,Malignant neoplasm of pelvis NOS
B306z,"Malignant neoplasm of pelvis, sacrum or coccyx NOS"
B48z.,Malignant neoplasm of penis and other male genital organ NOS
B48..,Malignant neoplasm of penis and other male genital organs
B483.,"Malignant neoplasm of penis, part unspecified"
B2413,Malignant neoplasm of pericardium
B5244,Malignant neoplasm of peripheral nerve of abdomen
B5242,"Malignant neoplasm of peripheral nerve of low limb, incl hip"
B5245,Malignant neoplasm of peripheral nerve of pelvis
B5243,Malignant neoplasm of peripheral nerve of thorax
B5241,"Malignant neoplasm of peripheral nerve,upp limb,incl should"
B5240,"Malignant neoplasm of peripheral nerves of head, face & neck"
B308D,Malignant neoplasm of phalanges of foot
B305D,Malignant neoplasm of phalanges of hand
B42..,Malignant neoplasm of placenta
B23z.,Malignant neoplasm of pleura NOS
B243.,Malignant neoplasm of posterior mediastinum
B480.,Malignant neoplasm of prepuce (foreskin)
B5531,Malignant neoplasm of presacral region
B3062,Malignant neoplasm of pubis
B3043,Malignant neoplasm of radius
B2zz.,Malignant neoplasm of respiratory tract NOS
B505.,Malignant neoplasm of retina
B1802,Malignant neoplasm of retrocaecal tissue
B180.,Malignant neoplasm of retroperitoneum
B18..,Malignant neoplasm of retroperitoneum and peritoneum
B18z.,Malignant neoplasm of retroperitoneum and peritoneum NOS
B180z,Malignant neoplasm of retroperitoneum NOS
B3030,Malignant neoplasm of rib
B303z,"Malignant neoplasm of rib, sternum and clavicle NOS"
B303.,"Malignant neoplasm of ribs, sternum and clavicle"
B3063,Malignant neoplasm of sacral vertebra
B5532,Malignant neoplasm of sacrococcygeal region
B3040,Malignant neoplasm of scapula
B304.,Malignant neoplasm of scapula and long bones of upper arm
B3089,Malignant neoplasm of second metatarsal bone
B48y0,Malignant neoplasm of seminal vesicle
B308.,Malignant neoplasm of short bones of leg
B308z,Malignant neoplasm of short bones of leg NOS
B3320,Malignant neoplasm of skin of auricle (ear)
B3330,"Malignant neoplasm of skin of cheek, external"
B3356,Malignant neoplasm of skin of perineum
B12..,Malignant neoplasm of small intestine and duodenum
B12z.,Malignant neoplasm of small intestine NOS
B18y.,Malignant neoplasm of specified parts of peritoneum
B18yz,Malignant neoplasm of specified parts of peritoneum NOS
B55yz,Malignant neoplasm of specified site NOS
B485.,Malignant neoplasm of spermatic cord
B3007,Malignant neoplasm of sphenoid bone
B522.,Malignant neoplasm of spinal cord
B523.,Malignant neoplasm of spinal meninges
B523z,Malignant neoplasm of spinal meninges NOS
B1z1.,Malignant neoplasm of spleen NEC
B1z1z,Malignant neoplasm of spleen NOS
B3031,Malignant neoplasm of sternum
B5505,Malignant neoplasm of supraclavicular fossa NOS
B33..,Malignant neoplasm of sweat gland
B3081,Malignant neoplasm of talus
B3008,Malignant neoplasm of temporal bone
B512.,Malignant neoplasm of temporal lobe
B18y6,Malignant neoplasm of the pouch of Douglas
B305A,Malignant neoplasm of third metacarpal bone
B3021,Malignant neoplasm of thoracic vertebra
B240.,Malignant neoplasm of thymus
B24..,"Malignant neoplasm of thymus, heart and mediastinum"
B2133,Malignant neoplasm of thyroid cartilage
B53..,Malignant neoplasm of thyroid gland
B3072,Malignant neoplasm of tibia
B220.,Malignant neoplasm of trachea
B220z,Malignant neoplasm of trachea NOS
B55y1,Malignant neoplasm of trunk NOS
B300B,Malignant neoplasm of turbinate
B2012,Malignant neoplasm of tympanic antrum
B3044,Malignant neoplasm of ulna
B59..,Malignant neoplasm of unspecified site
B59z.,Malignant neoplasm of unspecified site NOS
B554.,Malignant neoplasm of upper limb NOS
B450.,Malignant neoplasm of vagina
B450z,Malignant neoplasm of vagina NOS
B4501,Malignant neoplasm of vaginal vault
B063.,Malignant neoplasm of vallecula
B302.,Malignant neoplasm of vertebral column
B302z,Malignant neoplasm of vertebral column NOS
B231.,Malignant neoplasm of visceral pleura
B300C,Malignant neoplasm of vomer
B454.,Malignant neoplasm of vulva unspecified
B3035,Malignant neoplasm of xiphoid process
B16y.,Malignant neoplasm other gallbladder/extrahepatic bile duct
B1zy.,Malignant neoplasm other spec digestive tract and peritoneum
B3105,Malignant neoplasm soft tissues of cervical spine
